0.036,-0.036,10.257,-0.045,0.023,-0.025
0.041,-0.050,10.266,-0.044,0.023,-0.025
0.041,-0.055,10.276,-0.044,0.023,-0.025
0.029,-0.045,10.285,-0.045,0.022,-0.024
0.026,-0.050,10.281,-0.045,0.022,-0.024
0.036,-0.060,10.281,-0.044,0.022,-0.023
0.031,-0.057,10.288,-0.045,0.022,-0.024
0.038,-0.038,10.281,-0.045,0.022,-0.024
0.045,-0.029,10.281,-0.046,0.022,-0.024
0.050,-0.038,10.274,-0.046,0.022,-0.024
0.060,-0.048,10.274,-0.045,0.022,-0.024
0.057,-0.036,10.281,-0.045,0.023,-0.024
0.048,-0.048,10.274,-0.045,0.022,-0.023
0.050,-0.043,10.283,-0.045,0.022,-0.024
0.060,-0.045,10.274,-0.045,0.022,-0.023
0.053,-0.048,10.264,-0.046,0.023,-0.023
0.067,-0.053,10.269,-0.045,0.022,-0.023
0.048,-0.060,10.274,-0.045,0.022,-0.023
0.048,-0.053,10.274,-0.046,0.022,-0.024
0.050,-0.045,10.266,-0.045,0.022,-0.024
0.050,-0.053,10.276,-0.046,0.022,-0.025
0.069,-0.055,10.274,-0.045,0.023,-0.024
0.077,-0.043,10.264,-0.045,0.022,-0.023
0.067,-0.053,10.278,-0.046,0.023,-0.023
0.055,-0.055,10.281,-0.046,0.024,-0.024
0.045,-0.057,10.290,-0.046,0.023,-0.024
0.045,-0.062,10.290,-0.046,0.023,-0.025
0.031,-0.048,10.293,-0.046,0.022,-0.025
0.026,-0.062,10.264,-0.045,0.022,-0.024
0.036,-0.055,10.274,-0.044,0.022,-0.024
0.041,-0.050,10.276,-0.044,0.021,-0.025
0.057,-0.048,10.274,-0.045,0.022,-0.024
0.055,-0.048,10.274,-0.044,0.021,-0.025
0.053,-0.036,10.288,-0.044,0.022,-0.025
0.045,-0.036,10.290,-0.045,0.022,-0.025
0.055,-0.060,10.290,-0.044,0.023,-0.026
0.060,-0.053,10.297,-0.045,0.023,-0.025
0.048,-0.045,10.297,-0.045,0.023,-0.024
0.048,-0.045,10.283,-0.045,0.023,-0.025
0.045,-0.050,10.288,-0.045,0.023,-0.024
0.041,-0.048,10.302,-0.046,0.023,-0.024
0.043,-0.048,10.312,-0.045,0.022,-0.023
0.062,-0.029,10.300,-0.046,0.022,-0.024
0.045,-0.043,10.293,-0.046,0.023,-0.023
0.036,-0.036,10.290,-0.047,0.023,-0.024
0.041,-0.038,10.271,-0.046,0.023,-0.024
0.045,-0.036,10.271,-0.046,0.023,-0.023
0.053,-0.036,10.285,-0.046,0.023,-0.024
0.048,-0.041,10.278,-0.045,0.023,-0.024
0.062,-0.055,10.295,-0.046,0.023,-0.024
0.045,-0.065,10.285,-0.045,0.023,-0.024
0.048,-0.053,10.297,-0.044,0.023,-0.025
0.045,-0.041,10.278,-0.044,0.023,-0.024
0.053,-0.036,10.266,-0.046,0.023,-0.024
0.050,-0.041,10.276,-0.045,0.023,-0.023
0.055,-0.045,10.254,-0.046,0.023,-0.023
0.062,-0.045,10.278,-0.046,0.023,-0.023
