-2.037,-8.174,-4.920,0.103,0.130,-0.344,54223
-1.997,-8.150,-4.944,0.100,0.187,-0.292,54228
-1.966,-8.104,-5.004,0.096,0.233,-0.250,54232
-1.923,-8.049,-5.076,0.095,0.278,-0.209,54236
-1.889,-7.985,-5.169,0.097,0.319,-0.169,54240
-1.858,-7.915,-5.255,0.099,0.359,-0.131,54243
-1.827,-7.824,-5.389,0.101,0.395,-0.096,54247
-1.793,-7.760,-5.483,0.101,0.420,-0.072,54251
-1.765,-7.678,-5.602,0.100,0.451,-0.044,54255
-1.750,-7.592,-5.729,0.099,0.479,-0.020,54259
-1.741,-7.511,-5.830,0.098,0.503,0.001,54262
-1.721,-7.463,-5.895,0.097,0.525,0.018,54266
-1.712,-7.410,-5.947,0.096,0.540,0.030,54270
-1.712,-7.367,-6.031,0.095,0.562,0.047,54274
-1.717,-7.353,-6.081,0.094,0.579,0.058,54278
-1.705,-7.350,-6.141,0.092,0.592,0.066,54282
-1.705,-7.372,-6.184,0.091,0.608,0.077,54286
-1.697,-7.379,-6.244,0.090,0.624,0.090,54290
-1.707,-7.400,-6.314,0.090,0.638,0.102,54293
-1.702,-7.398,-6.364,0.094,0.653,0.115,54297
-1.700,-7.389,-6.436,0.096,0.664,0.125,54301
-1.705,-7.384,-6.515,0.099,0.678,0.137,54305
-1.719,-7.362,-6.608,0.100,0.690,0.149,54309
-1.724,-7.329,-6.704,0.101,0.701,0.158,54312
-1.824,-7.144,-7.523,0.085,0.709,0.192,54342
-1.839,-7.130,-7.671,0.086,0.697,0.197,54347
-1.860,-7.108,-7.774,0.086,0.681,0.202,54351
-1.872,-7.089,-7.836,0.087,0.671,0.205,54355
-1.877,-7.061,-7.930,0.084,0.654,0.208,54359
-1.908,-7.041,-8.006,0.079,0.639,0.211,54363
-1.930,-7.027,-8.011,0.073,0.622,0.213,54366
-1.949,-6.998,-8.071,0.062,0.605,0.213,54370
-1.975,-6.977,-8.102,0.051,0.592,0.213,54374
-1.997,-6.962,-8.171,0.032,0.573,0.212,54378
-2.011,-6.948,-8.215,0.010,0.552,0.208,54382
-2.035,-6.922,-8.262,-0.013,0.530,0.204,54385
-2.047,-6.902,-8.334,-0.037,0.507,0.198,54389
-2.069,-6.874,-8.346,-0.062,0.474,0.192,54395
-2.081,-6.871,-8.363,-0.080,0.443,0.188,54399
-2.090,-6.871,-8.375,-0.094,0.411,0.184,54402
-2.107,-6.857,-8.380,-0.104,0.376,0.180,54406
-2.131,-6.857,-8.363,-0.109,0.350,0.178,54410
-2.133,-6.864,-8.315,-0.112,0.312,0.174,54414
-2.133,-6.876,-8.270,-0.115,0.274,0.172,54418
-2.131,-6.886,-8.205,-0.119,0.237,0.167,54422
-2.133,-6.914,-8.119,-0.122,0.200,0.164,54425
-2.119,-6.946,-8.047,-0.123,0.173,0.163,54429
-2.100,-6.974,-7.944,-0.125,0.140,0.161,54433
-2.071,-7.025,-7.803,-0.124,0.093,0.162,54439
-1.999,-7.037,-7.515,-0.118,0.022,0.163,54450
-1.990,-7.027,-7.410,-0.116,0.003,0.162,54454
-1.970,-7.005,-7.329,-0.113,-0.014,0.162,54458
-1.973,-6.998,-7.250,-0.113,-0.028,0.159,54462
-1.954,-6.991,-7.159,-0.115,-0.040,0.156,54465
-1.930,-6.998,-7.084,-0.121,-0.049,0.150,54469
-1.915,-6.998,-7.020,-0.129,-0.054,0.145,54473
-1.901,-7.013,-6.955,-0.140,-0.059,0.137,54477
-1.877,-7.029,-6.905,-0.153,-0.062,0.130,54481
-1.853,-7.058,-6.838,-0.164,-0.064,0.126,54484
-1.817,-7.072,-6.761,-0.170,-0.066,0.122,54488
-1.101,-7.022,-6.723,-0.094,-0.173,-0.109,55518
-1.097,-7.034,-6.723,-0.093,-0.172,-0.110,55522
-1.101,-7.056,-6.730,-0.092,-0.171,-0.110,55526
-1.094,-7.049,-6.721,-0.091,-0.169,-0.110,55530
-1.106,-7.063,-6.728,-0.090,-0.167,-0.109,55533
-1.113,-7.072,-6.721,-0.090,-0.165,-0.109,55537
-1.123,-7.063,-6.723,-0.089,-0.163,-0.110,55541
-1.116,-7.053,-6.730,-0.088,-0.162,-0.110,55545
-1.101,-7.051,-6.730,-0.089,-0.161,-0.111,55549
-1.092,-7.072,-6.742,-0.091,-0.160,-0.111,55552
-1.075,-7.082,-6.754,-0.095,-0.159,-0.111,55556
-1.063,-7.080,-6.795,-0.101,-0.159,-0.112,55563
-1.044,-7.084,-6.797,-0.102,-0.161,-0.113,55567
-1.058,-7.075,-6.804,-0.102,-0.163,-0.112,55571
-1.037,-7.068,-6.797,-0.100,-0.167,-0.111,55574
-1.046,-7.077,-6.807,-0.098,-0.171,-0.109,55578
-1.044,-7.058,-6.807,-0.094,-0.174,-0.107,55582
-1.051,-7.046,-6.792,-0.086,-0.179,-0.106,55586
-1.058,-7.041,-6.752,-0.078,-0.184,-0.103,55590
-1.051,-7.027,-6.744,-0.067,-0.187,-0.102,55593
-1.046,-7.025,-6.721,-0.058,-0.188,-0.102,55597
-1.051,-7.025,-6.680,-0.054,-0.189,-0.103,55601
-1.061,-6.998,-6.622,-0.052,-0.185,-0.109,55607
-1.061,-6.996,-6.584,-0.054,-0.182,-0.114,55611
-1.070,-6.998,-6.582,-0.058,-0.176,-0.120,55615
-1.073,-6.981,-6.551,-0.060,-0.171,-0.127,55618
-1.075,-6.986,-6.529,-0.063,-0.164,-0.132,55622
-1.073,-6.986,-6.510,-0.066,-0.159,-0.137,55626
-1.070,-7.005,-6.510,-0.068,-0.155,-0.140,55630
-1.063,-7.020,-6.536,-0.070,-0.150,-0.144,55634
-1.049,-7.027,-6.539,-0.072,-0.146,-0.148,55638
-1.037,-7.037,-6.531,-0.075,-0.143,-0.150,55641
-1.046,-7.049,-6.563,-0.077,-0.141,-0.151,55645
-1.046,-7.053,-6.574,-0.078,-0.141,-0.152,55649
-1.044,-7.051,-6.606,-0.072,-0.146,-0.153,55655
-1.034,-7.058,-6.596,-0.062,-0.151,-0.151,55659
-1.022,-7.046,-6.577,-0.051,-0.156,-0.148,55663
-1.013,-7.037,-6.553,-0.040,-0.161,-0.145,55667
-1.027,-7.017,-6.527,-0.026,-0.165,-0.143,55671
-1.044,-6.998,-6.491,-0.014,-0.168,-0.140,55675
-1.056,-6.974,-6.455,-0.001,-0.169,-0.141,55678
-1.063,-6.967,-6.436,0.008,-0.168,-0.142,55682
-1.065,-6.948,-6.385,0.014,-0.167,-0.145,55686
-1.070,-6.924,-6.342,0.017,-0.163,-0.151,55690
-1.077,-6.912,-6.321,0.017,-0.158,-0.159,55694
-1.065,-6.910,-6.309,0.014,-0.148,-0.172,55700
-1.080,-6.917,-6.287,0.013,-0.140,-0.179,55704
-1.089,-6.924,-6.306,0.010,-0.131,-0.187,55707
-1.101,-6.919,-6.342,0.007,-0.124,-0.194,55711
-1.094,-6.931,-6.361,0.006,-0.119,-0.199,55715
-1.097,-6.950,-6.359,0.006,-0.113,-0.203,55719
-1.094,-6.981,-6.393,0.006,-0.109,-0.207,55723
-1.092,-6.984,-6.428,0.008,-0.105,-0.210,55726
-1.101,-7.010,-6.448,0.009,-0.103,-0.212,55730
-1.097,-7.022,-6.488,0.011,-0.102,-0.212,55734
-1.089,-7.034,-6.527,0.012,-0.102,-0.212,55738
-1.111,-7.075,-6.574,0.016,-0.103,-0.211,55743
-1.140,-7.092,-6.598,0.023,-0.105,-0.208,55747
-1.132,-7.089,-6.615,0.027,-0.106,-0.205,55751
-1.140,-7.096,-6.622,0.034,-0.110,-0.200,55755
